Order,Sales_in_thousands,Vehicle_type,Order Date,dealership,color,Power_perf_factor,Fuel_efficiency,Fuel_capacity,Engine_size,Horsepower,Wheelbase,Width,Length,Price_in_lakhs
4100160,6.04,car,2023-08-22,"285, San Francisco, CA, 94016",#486f17,108.46303,15.5,26,3.91,271,88.1,74.67,198.93,5.68L
4100163,10.61,passenger,2023-07-07,"903, Portland, ME, 04101",#0a7886,105.86335,18.9,18,4.25,163,103.75,61.8,205.47,4.03L
4100167,18.35,car,2023-11-12,"734, San Francisco, CA, 94016",#51b8b1,179.30606,18.3,16,1.47,279,98.27,72.62,288.22,15.51L
4100173,7.39,car,2023-11-10,"877, New York City, NY, 10001",#6b51a4,113.05757,20.7,15,3.56,241,97.81,84.5,217.34,10.74L
4100183,6.39,car,2023-09-11,"321, Boston, MA, 02215",#19ddf5,47.6214,28.0,17,5.23,271,100.56,64.71,219.78,28.26L
4100192,9.45,car,2023-12-02,"403, Atlanta, GA, 30301",#75ae8f,180.7309,16.1,17,1.68,230,80.53,87.95,246.92,25.47L
4100196,19.47,car,2023-11-09,"974, San Francisco, CA, 94016",#c45033,173.0803,18.9,17,5.47,224,103.6,64.13,265.63,21.37L
4100204,17.63,car,2023-09-28,"22, Los Angeles, CA, 90001",#f11f90,159.64912,20.8,26,2.79,156,94.5,69.52,250.5,10.27L
4100206,8.85,passenger,2023-10-22,"736, Seattle, WA, 98101",#ce1f72,175.23216,20.8,25,4.31,252,84.57,71.17,291.22,4.16L
4100211,12.91,car,2023-11-10,"752, Portland, OR, 97035",#b60f37,141.90786,22.9,18,2.34,215,94.07,86.77,266.02,13.06L
4100213,5.38,passenger,2023-07-06,"213, San Francisco, CA, 94016",#572cbb,39.34866,23.9,15,2.97,237,108.2,72.69,204.55,27.44L
4100216,3.43,car,2023-12-07,"268, Dallas, TX, 75001",#965bc0,109.57836,19.2,20,3.93,193,101.27,84.92,267.83,20.40L
4100217,19.78,car,2023-07-09,"414, Seattle, WA, 98101",#a43749,103.02615,29.9,19,4.77,206,104.62,79.89,168.01,27.51L
4100223,11.12,car,2023-09-08,"869, New York City, NY, 10001",#30ec58,143.79775,22.8,24,3.03,199,109.5,86.82,249.0,4.52L
4100224,14.32,passenger,2023-09-10,"179, Los Angeles, CA, 90001",#c876ae,36.28915,29.7,24,2.36,154,97.31,89.13,188.72,20.49L
4100226,17.98,passenger,2023-07-08,"240, Los Angeles, CA, 90001",#d0b9a2,177.93361,16.5,27,2.3,228,89.67,68.44,244.3,17.34L
4100230,9.22,car,2023-08-26,"751, Seattle, WA, 98101",#309d72,156.18716,22.6,18,1.9,227,82.8,75.15,297.33,15.78L
4100234,9.87,passenger,2023-08-24,"388, Dallas, TX, 75001",#c56976,148.59838,22.6,16,5.15,240,89.23,61.11,244.67,13.58L
4100235,18.48,passenger,2023-10-26,"727, Portland, ME, 04101",#3b95b1,59.48067,27.8,28,1.58,267,91.3,68.55,210.7,13.19L
4100236,9.12,passenger,2023-09-05,"933, Dallas, TX, 75001",#d90e05,41.19407,28.2,16,2.15,171,102.77,79.53,258.39,3.15L
4100240,10.81,passenger,2023-09-11,"701, Atlanta, GA, 30301",#518fee,67.83046,18.3,17,4.91,163,90.98,73.1,224.95,12.63L
4100241,17.69,car,2023-11-19,"150, Los Angeles, CA, 90001",#ecda02,43.95473,18.7,22,4.49,238,109.27,67.3,219.58,5.67L
4100243,11.67,passenger,2023-09-18,"388, Dallas, TX, 75001",#149390,100.52658,26.3,23,4.56,233,91.44,68.19,192.8,21.80L
4100245,14.45,car,2023-11-05,"557, Portland, OR, 97035",#c43298,69.27349,17.2,25,4.31,264,95.25,65.14,268.28,13.70L
4100248,14.55,passenger,2023-10-06,"131, Atlanta, GA, 30301",#fafda1,52.94424,23.7,26,4.39,158,93.77,77.42,290.24,20.82L
4100250,5.11,car,2023-09-03,"654, San Francisco, CA, 94016",#ac5699,55.27496,28.7,27,3.22,227,86.11,75.18,253.56,7.56L
4100253,13.10,passenger,2023-11-11,"504, Austin, TX, 73301",#5cc089,130.60581,18.6,24,4.45,178,96.58,76.14,250.27,16.94L
4100258,4.45,passenger,2023-07-18,"700, San Francisco, CA, 94016",#aacf6b,45.07083,29.2,20,4.01,179,100.96,66.66,275.27,26.78L
4100261,13.95,car,2023-10-12,"433, San Francisco, CA, 94016",#b5f4a2,44.8616,24.5,25,4.22,155,97.86,87.04,234.99,20.87L
4100264,4.59,passenger,2023-08-22,"951, Portland, ME, 04101",#32fec8,100.1224,17.4,22,5.55,206,87.07,79.26,264.11,10.74L
4100266,16.91,car,2023-09-20,"367, Boston, MA, 02215",#a1c8cd,42.5848,19.8,23,1.17,201,92.41,62.31,212.26,19.02L
4100269,8.79,passenger,2023-09-08,"908, San Francisco, CA, 94016",#ed30d1,60.10284,21.3,21,3.57,180,88.08,76.71,242.14,13.26L
4100275,12.43,car,2023-09-09,"744, Portland, OR, 97035",#f834e6,161.60916,19.9,21,1.22,159,97.83,79.01,290.67,6.29L
4100276,15.72,car,2023-12-25,"596, New York City, NY, 10001",#834e5f,60.49922,17.8,22,1.09,258,80.45,66.8,273.82,14.59L
4100279,8.26,car,2023-11-09,"176, New York City, NY, 10001",#a729ac,52.93473,20.2,28,4.58,214,81.63,62.65,197.69,11.24L
4100280,19.90,car,2023-07-21,"187, New York City, NY, 10001",#366c6c,92.71212,22.1,28,2.46,260,107.44,75.15,287.49,6.91L
4100281,17.75,car,2023-07-27,"690, Seattle, WA, 98101",#4ca334,147.16705,15.7,16,5.01,242,92.36,64.15,185.4,21.26L
4100285,7.72,car,2023-11-11,"17, New York City, NY, 10001",#f4d327,51.32267,29.1,21,4.16,242,88.02,76.98,219.39,7.38L
4100286,16.64,car,2023-11-23,"602, New York City, NY, 10001",#86e80c,133.12878,24.5,20,4.38,218,106.81,67.86,285.05,9.65L
4100292,16.05,car,2023-11-17,"515, Atlanta, GA, 30301",#168ba3,75.36155,26.5,18,5.68,164,89.97,61.84,184.14,3.89L
4100293,5.83,car,2023-12-12,"327, Los Angeles, CA, 90001",#4fe914,186.08522,22.7,16,4.91,215,99.18,79.47,263.84,5.91L
4100297,13.00,car,2023-09-03,"998, New York City, NY, 10001",#c3ed67,33.70104,29.3,25,4.46,246,92.77,71.37,295.65,28.72L
4100298,10.12,passenger,2023-12-09,"101, San Francisco, CA, 94016",#9037f7,159.16867,23.0,18,3.14,233,82.65,68.28,210.63,25.07L
4100305,9.16,passenger,2023-10-22,"340, Los Angeles, CA, 90001",#c9a095,80.64639,21.6,24,2.43,169,109.51,62.97,253.52,11.59L
4100311,12.82,passenger,2023-09-22,"796, Los Angeles, CA, 90001",#b96bb1,60.43394,21.0,20,1.26,167,94.03,60.18,256.37,22.88L
4100316,17.42,car,2023-07-21,"734, Atlanta, GA, 30301",#930b0f,142.02186,18.0,23,2.26,224,90.86,84.49,183.7,14.56L
4100318,7.05,car,2023-12-02,"322, New York City, NY, 10001",#eddab1,186.43896,15.3,23,1.27,274,89.38,71.13,298.22,29.08L
4100320,13.89,car,2023-08-07,"154, Atlanta, GA, 30301",#a05a94,179.00289,22.2,24,5.93,275,92.13,68.75,266.69,23.34L
4100326,7.78,passenger,2023-11-04,"258, Portland, ME, 04101",#78749d,30.66655,23.4,16,1.9,171,94.7,71.17,282.85,14.57L
4100328,7.46,car,2023-09-13,"168, Seattle, WA, 98101",#526d00,32.50755,15.0,16,1.34,247,98.9,87.51,284.16,20.86L
4100329,16.97,car,2023-08-06,"974, San Francisco, CA, 94016",#c410fe,67.39063,18.8,20,2.19,238,109.0,88.71,207.37,8.08L
4100331,13.90,passenger,2023-12-15,"236, San Francisco, CA, 94016",#87891c,49.5107,16.9,17,1.21,162,92.39,75.3,228.05,8.81L
4100334,15.32,car,2023-09-23,"639, Atlanta, GA, 30301",#9ea152,90.93661,29.1,23,5.83,253,85.53,68.83,259.13,8.11L
4100341,17.90,car,2023-12-17,"418, San Francisco, CA, 94016",#3d2055,117.12952,17.1,17,2.93,204,87.51,70.68,170.98,4.70L
4100343,16.12,passenger,2023-11-03,"50, San Francisco, CA, 94016",#bca60a,175.33456,25.6,20,4.99,245,100.08,87.44,184.38,6.43L
4100344,3.64,car,2023-12-03,"919, Dallas, TX, 75001",#0817b0,43.93194,25.5,24,3.71,203,102.1,60.44,249.56,12.54L
4100354,8.94,passenger,2023-07-04,"659, Austin, TX, 73301",#dd6579,70.75632,23.1,20,5.26,246,82.04,61.32,279.94,14.53L
4100356,18.30,car,2023-07-19,"436, San Francisco, CA, 94016",#44b546,112.98838,28.9,21,1.18,151,89.03,88.92,227.99,15.12L
4100357,8.80,car,2023-12-10,"852, Atlanta, GA, 30301",#8dfb56,54.74719,22.3,22,2.0,224,94.07,62.25,195.35,29.69L
4100358,5.78,car,2023-10-24,"513, Los Angeles, CA, 90001",#3540d5,174.09977,24.5,20,2.39,254,96.66,78.77,253.49,28.16L
4100360,16.80,passenger,2023-07-04,"389, Seattle, WA, 98101",#04b6c5,112.95076,18.7,18,4.9,200,102.94,83.37,279.36,17.74L
4100364,5.67,car,2023-07-25,"544, Dallas, TX, 75001",#547258,71.67497,18.4,25,2.03,251,95.56,83.47,291.62,21.13L
4100365,9.42,passenger,2023-07-10,"36, Los Angeles, CA, 90001",#426fd8,187.94212,17.5,28,3.52,220,91.71,64.69,236.04,21.26L
4100367,9.17,passenger,2023-08-11,"532, Boston, MA, 02215",#de040a,58.73423,28.0,24,4.34,217,105.11,70.77,192.94,4.72L
4100368,10.15,passenger,2023-10-28,"480, Los Angeles, CA, 90001",#527ab9,66.91132,24.8,27,1.79,201,80.33,62.86,258.43,28.15L
4100370,7.66,passenger,2023-07-06,"666, Los Angeles, CA, 90001",#2ec376,162.63899,19.3,26,5.41,202,102.93,61.9,261.46,4.54L
4100371,14.72,passenger,2023-12-27,"618, Los Angeles, CA, 90001",#540e8b,76.3429,25.4,20,5.26,255,104.82,67.93,180.38,23.00L
4100372,5.52,car,2023-12-12,"440, Los Angeles, CA, 90001",#4b8623,63.69821,22.1,22,1.6,224,82.11,60.86,287.41,3.28L
4100377,6.50,car,2023-09-18,"336, Los Angeles, CA, 90001",#d7ba4c,100.49184,15.5,18,2.3,215,92.91,75.01,163.0,21.85L
4100381,8.40,car,2023-12-06,"459, San Francisco, CA, 94016",#0b1ac0,78.35041,25.5,28,2.88,159,85.05,61.43,179.98,25.52L
4100395,10.55,passenger,2023-11-19,"674, Boston, MA, 02215",#3f9ba0,64.91323,16.4,15,1.73,254,82.29,64.48,187.92,13.68L
4100396,5.02,car,2023-09-03,"646, Boston, MA, 02215",#6b60f6,162.02215,21.8,25,5.01,219,105.91,74.4,203.5,5.79L
4100399,3.05,car,2023-07-07,"828, Portland, OR, 97035",#d66892,102.99014,26.8,24,5.49,265,109.54,70.26,273.2,22.38L
4100402,6.99,passenger,2023-08-26,"941, Los Angeles, CA, 90001",#8ea4de,137.60923,21.5,18,1.64,237,88.38,81.15,262.12,7.09L
4100403,10.96,car,2023-10-25,"528, Austin, TX, 73301",#ec3be1,162.74017,21.9,18,4.13,226,87.0,61.44,212.53,11.73L
4100407,4.60,passenger,2023-09-03,"36, Los Angeles, CA, 90001",#6ea038,126.07141,19.7,27,5.9,225,89.08,74.79,217.38,15.16L
4100408,10.39,car,2023-11-25,"267, Dallas, TX, 75001",#a009c0,70.10962,16.3,23,3.36,180,93.94,86.36,195.39,22.34L
4100409,3.67,passenger,2023-10-06,"597, Boston, MA, 02215",#80dada,119.07447,19.0,25,1.12,271,100.16,87.25,185.21,15.29L
4100410,5.06,car,2023-09-20,"604, Boston, MA, 02215",#8bae52,147.06282,26.9,24,4.7,160,92.87,88.8,208.94,18.27L
4100411,11.46,car,2023-09-27,"786, Austin, TX, 73301",#093950,166.06776,25.9,23,2.31,200,103.56,68.51,161.86,13.04L
4100415,9.08,car,2023-11-15,"595, Portland, OR, 97035",#d8151c,47.041,23.0,15,5.57,219,102.52,87.28,171.59,18.42L
4100416,7.53,passenger,2023-09-15,"914, Los Angeles, CA, 90001",#efe6ef,59.47356,20.8,25,2.85,201,80.32,72.56,242.12,11.43L
4100418,5.51,car,2023-07-24,"925, Portland, ME, 04101",#596ccd,105.28096,17.0,21,1.26,198,95.92,82.41,286.73,7.18L
4100420,15.42,car,2023-12-24,"553, Los Angeles, CA, 90001",#ac53e0,52.8227,20.7,19,4.73,264,80.67,78.68,189.81,22.35L
4100422,4.50,car,2023-10-12,"724, Boston, MA, 02215",#f90aaa,30.379,29.7,28,2.94,222,107.98,87.6,274.62,28.70L
4100424,4.91,passenger,2023-09-02,"239, Los Angeles, CA, 90001",#eefde6,93.10298,26.5,15,1.37,237,88.07,62.44,161.58,25.50L
4100425,5.28,passenger,2023-08-16,"175, Los Angeles, CA, 90001",#8fd59a,117.26343,15.6,20,4.68,250,96.94,87.09,253.47,13.86L
4100426,9.18,car,2023-07-21,"668, Boston, MA, 02215",#82ae69,154.89862,28.0,24,1.51,234,93.54,71.09,243.68,25.57L
4100430,18.78,passenger,2023-08-08,"713, New York City, NY, 10001",#267d29,74.3314,22.5,20,3.83,213,81.35,70.93,227.63,25.81L
4100434,9.48,car,2023-09-11,"110, New York City, NY, 10001",#5b9321,181.7675,28.0,26,4.43,230,88.74,63.13,199.84,23.59L
4100435,16.77,passenger,2023-10-28,"699, Los Angeles, CA, 90001",#22c661,112.26692,19.3,18,3.32,179,90.79,66.9,272.73,20.87L
4100437,11.77,car,2023-10-06,"369, Los Angeles, CA, 90001",#885a9f,127.22356,27.3,28,1.65,262,107.42,84.32,245.86,6.76L
4100441,8.79,car,2023-10-28,"406, Los Angeles, CA, 90001",#d86f35,68.21354,23.2,27,4.72,243,86.08,70.84,247.3,21.48L
4100444,9.06,car,2023-07-18,"26, San Francisco, CA, 94016",#512b3c,175.38369,23.7,25,2.46,240,84.07,63.98,289.35,9.46L
4100448,19.69,car,2023-12-14,"182, Seattle, WA, 98101",#629e9f,120.90364,25.9,28,3.55,156,98.83,80.79,228.77,14.01L
4100451,11.80,passenger,2023-08-21,"613, Los Angeles, CA, 90001",#044f04,165.19723,24.4,25,1.74,154,98.7,85.74,295.29,29.56L
4100452,3.86,car,2023-11-05,"342, San Francisco, CA, 94016",#9bc47c,103.02359,19.0,16,4.66,153,86.44,80.13,252.28,23.65L
4100453,7.34,car,2023-10-01,"315, San Francisco, CA, 94016",#2a764c,170.60863,17.0,26,1.1,165,107.82,60.6,233.0,12.37L
4100455,10.09,car,2023-09-22,"200, Portland, OR, 97035",#9ceca0,154.31307,22.9,28,2.71,169,92.1,67.65,258.71,5.59L
4100456,4.13,passenger,2023-10-01,"572, Seattle, WA, 98101",#071493,34.77809,21.4,23,4.73,171,91.04,81.84,206.38,19.17L
4100457,16.83,passenger,2023-12-20,"259, San Francisco, CA, 94016",#f0627b,85.7547,20.7,26,1.18,272,100.48,83.63,269.52,18.65L
4100469,18.14,car,2023-07-06,"424, Seattle, WA, 98101",#f4bac4,186.16148,15.6,15,4.35,264,92.47,82.24,271.22,15.26L
4100470,6.58,car,2023-12-17,"709, Portland, OR, 97035",#8ba263,125.98931,21.4,28,3.74,236,89.3,72.73,280.01,15.59L
4100472,9.39,car,2023-11-09,"149, Los Angeles, CA, 90001",#4df314,106.1206,28.6,17,1.88,188,108.18,87.12,212.77,3.17L
4100474,11.48,passenger,2023-11-24,"297, Seattle, WA, 98101",#b91a85,68.48292,18.3,16,4.82,248,107.0,61.43,204.35,5.19L
4100475,6.05,passenger,2023-08-21,"683, San Francisco, CA, 94016",#a58327,126.15887,29.5,18,1.47,154,80.38,85.16,186.97,26.83L
4100478,17.02,passenger,2023-11-07,"718, Los Angeles, CA, 90001",#21e91c,45.02924,28.2,26,2.73,152,95.7,86.39,178.97,21.74L
4100481,16.20,car,2023-08-08,"988, Seattle, WA, 98101",#ef1c4d,71.04479,24.5,27,3.79,268,104.8,84.78,225.26,17.05L
4100484,15.06,car,2023-07-22,"943, Atlanta, GA, 30301",#59cfd8,45.21628,15.7,25,2.44,229,97.93,83.33,222.88,15.33L
4100486,15.97,car,2023-08-09,"473, Los Angeles, CA, 90001",#687999,153.68048,18.2,16,3.45,214,104.68,61.26,238.15,26.34L
4100488,19.38,car,2023-12-16,"845, Los Angeles, CA, 90001",#f000cc,134.19283,22.7,22,1.02,253,106.31,66.9,252.76,28.99L
4100490,6.90,passenger,2023-09-27,"720, Boston, MA, 02215",#662b82,93.92567,26.0,15,2.36,219,103.6,80.0,171.86,9.47L
4100492,7.53,passenger,2023-07-05,"227, Los Angeles, CA, 90001",#5f26e0,47.31002,15.5,21,3.94,264,81.03,89.18,186.7,3.00L
4100493,4.39,passenger,2023-10-19,"898, Seattle, WA, 98101",#d09f4c,125.33816,16.8,22,1.68,256,99.64,61.74,203.54,5.62L
4100505,15.73,car,2023-10-14,"726, Dallas, TX, 75001",#3ddf24,71.01022,26.4,21,4.99,166,84.41,85.21,255.07,17.92L
4100506,10.30,passenger,2023-07-03,"338, Atlanta, GA, 30301",#a80419,128.12773,26.3,23,4.77,232,80.86,74.34,212.43,15.92L
4100508,18.72,passenger,2023-09-13,"498, San Francisco, CA, 94016",#d1a28d,80.2766,17.2,25,2.38,177,80.29,88.24,231.7,4.53L
4100512,18.68,car,2023-12-14,"620, San Francisco, CA, 94016",#9940eb,101.55884,26.7,23,3.97,226,93.72,77.12,286.0,11.01L
4100516,16.73,passenger,2023-08-17,"598, Los Angeles, CA, 90001",#49f952,76.74513,29.6,22,1.16,232,100.66,65.66,196.75,13.90L
4100517,12.52,car,2023-08-14,"352, San Francisco, CA, 94016",#21df42,91.56739,18.2,20,2.91,255,103.24,66.72,232.42,12.61L
4100520,12.64,passenger,2023-10-02,"895, Portland, OR, 97035",#a9e5dc,141.19968,22.5,23,5.46,213,81.79,73.96,199.41,28.60L
4100522,11.44,passenger,2023-11-10,"486, Dallas, TX, 75001",#fa35c6,115.9422,26.2,22,3.94,203,92.57,65.77,208.97,5.10L
4100527,9.85,passenger,2023-12-24,"84, Atlanta, GA, 30301",#bf2a83,184.92048,17.2,27,4.19,204,109.71,73.04,203.49,29.17L
4100530,15.74,car,2023-07-27,"286, Seattle, WA, 98101",#8b55e8,124.17261,23.2,21,2.81,165,105.81,77.41,283.91,20.78L
4100535,4.09,car,2023-08-07,"453, San Francisco, CA, 94016",#eb5d68,38.2436,17.0,16,4.53,259,83.67,87.88,229.89,12.79L
4100546,6.10,passenger,2023-11-08,"169, Boston, MA, 02215",#3bf0c1,157.24523,29.8,20,2.83,215,108.03,77.44,205.2,28.86L
4100547,11.58,passenger,2023-09-01,"172, New York City, NY, 10001",#25e366,187.34948,19.1,27,2.55,175,92.45,64.11,201.42,20.73L
4100553,16.04,passenger,2023-10-08,"773, Austin, TX, 73301",#80c2b5,59.5343,17.4,19,1.48,218,97.31,68.33,293.96,14.31L
4100554,5.39,car,2023-09-01,"734, Atlanta, GA, 30301",#b15d25,136.49769,25.1,21,5.84,155,101.05,68.79,168.03,26.31L
4100557,10.60,passenger,2023-10-28,"126, Los Angeles, CA, 90001",#4f1598,138.62637,20.2,24,5.42,272,109.18,64.02,257.43,24.00L
4100559,9.77,car,2023-12-23,"339, Los Angeles, CA, 90001",#4045b9,183.50169,20.4,18,3.06,230,107.59,81.75,243.22,24.00L
4100562,18.57,passenger,2023-07-25,"578, San Francisco, CA, 94016",#58d1cd,126.69211,26.5,17,5.91,174,89.5,67.48,240.98,15.83L
4100565,4.31,passenger,2023-09-19,"229, Seattle, WA, 98101",#4dd002,138.08401,21.2,23,4.85,216,108.73,86.45,227.84,23.08L
4100566,10.30,car,2023-12-17,"767, New York City, NY, 10001",#c27abc,81.00105,21.9,28,5.27,163,100.34,64.33,169.25,6.50L
4100569,3.22,passenger,2023-11-16,"779, San Francisco, CA, 94016",#ba1db3,129.61942,18.7,27,1.09,241,94.13,62.35,284.1,27.83L
4100573,8.09,car,2023-12-24,"513, Los Angeles, CA, 90001",#386d72,103.35577,22.9,15,4.03,162,108.44,71.8,255.51,20.05L
4100577,12.71,car,2023-08-25,"750, Atlanta, GA, 30301",#625f96,75.82572,15.9,27,4.68,155,81.32,63.55,258.15,20.32L
4100578,17.53,car,2023-09-01,"761, Dallas, TX, 75001",#3148c6,50.06587,27.4,25,1.47,228,100.83,70.53,173.32,27.56L
4100579,13.66,passenger,2023-12-18,"284, Boston, MA, 02215",#2f4a48,69.83899,23.3,16,3.17,261,102.96,63.6,199.65,18.96L
4100582,15.79,car,2023-12-17,"694, Atlanta, GA, 30301",#fb7ab1,173.29623,16.0,18,4.98,227,104.12,64.88,260.54,4.82L
4100584,7.76,car,2023-11-07,"182, Boston, MA, 02215",#9c4174,149.366,18.7,23,5.75,273,103.12,79.56,226.07,24.02L
4100585,13.93,car,2023-09-06,"405, Portland, OR, 97035",#b87d80,171.42012,24.4,21,3.92,195,93.5,80.13,292.06,17.47L
4100587,11.39,car,2023-11-26,"967, Los Angeles, CA, 90001",#e9b254,148.65864,21.1,20,1.51,265,97.21,61.0,163.11,29.44L
4100597,8.78,passenger,2023-08-15,"757, Portland, OR, 97035",#849550,94.10535,19.1,16,4.84,249,89.3,63.39,236.73,20.60L
4100600,6.88,passenger,2023-10-12,"951, Atlanta, GA, 30301",#e6c3d1,77.58476,24.7,16,3.94,176,93.08,71.13,267.31,25.65L
4100601,5.67,passenger,2023-12-10,"429, Los Angeles, CA, 90001",#121e0c,118.40317,28.6,24,2.61,245,84.25,85.51,285.89,14.97L
4100604,19.82,car,2023-07-25,"407, Los Angeles, CA, 90001",#ba272e,124.98253,29.1,28,4.26,159,95.51,81.55,186.04,9.23L
4100606,18.66,passenger,2023-10-10,"259, New York City, NY, 10001",#d37267,116.51167,26.3,19,2.54,199,97.65,63.56,165.22,15.79L
4100612,18.30,car,2023-10-16,"449, New York City, NY, 10001",#7837dc,170.79133,19.9,17,5.66,160,96.21,65.38,221.05,3.48L
4100613,19.08,car,2023-12-21,"488, Los Angeles, CA, 90001",#87dbc9,51.8366,27.8,19,3.45,173,83.4,85.2,215.1,26.33L
4100620,4.04,car,2023-08-25,"58, Los Angeles, CA, 90001",#1804dc,72.96423,23.2,18,1.98,247,106.27,76.11,270.22,3.26L
4100621,19.46,passenger,2023-11-13,"73, Atlanta, GA, 30301",#2aaf8a,142.71314,23.0,24,3.94,203,86.16,63.98,243.9,14.30L
4100626,11.70,car,2023-11-04,"700, Seattle, WA, 98101",#ffb60c,53.16265,21.0,23,1.35,278,107.6,87.85,171.89,14.23L
4100627,4.55,passenger,2023-11-20,"192, Los Angeles, CA, 90001",#e056ea,159.57878,20.2,19,4.7,197,94.07,74.99,167.64,27.96L
4100628,6.06,car,2023-10-24,"538, Portland, OR, 97035",#77d751,155.5666,22.7,24,3.83,241,103.71,84.24,278.5,19.44L
4100629,5.90,car,2023-12-02,"143, Boston, MA, 02215",#804f5d,122.03293,26.4,15,5.94,246,94.14,85.82,273.91,17.64L
4100632,3.43,car,2023-07-13,"161, New York City, NY, 10001",#79a42a,153.81967,18.8,26,5.06,219,88.84,61.34,162.22,9.98L
4100135,9.87,passenger,2021-09-11,"381, Boston, MA, 02215",#73f1ac,133.63718,20.7,21,2.37,274,100.93,78.28,255.89,23.52L
4100137,3.47,car,2021-07-13,"482, New York City, NY, 10001",#504f21,155.75828,22.7,20,1.41,150,109.55,65.64,281.31,10.35L
4100140,18.82,passenger,2021-10-25,"373, Austin, TX, 73301",#68a950,137.14964,28.8,19,1.81,191,81.8,66.33,228.97,12.97L
4100141,14.05,passenger,2021-09-20,"538, San Francisco, CA, 94016",#f0c4f3,146.11182,16.9,28,2.08,240,95.99,69.42,252.74,15.38L
4100142,13.94,car,2021-08-26,"944, San Francisco, CA, 94016",#62e67f,78.52313,27.0,19,1.5,235,80.43,83.02,228.55,20.02L
4100151,14.08,passenger,2021-10-20,"742, Los Angeles, CA, 90001",#cc4b55,51.25202,24.0,16,2.41,217,84.04,70.41,225.43,25.97L
4100152,3.23,passenger,2021-12-18,"626, Los Angeles, CA, 90001",#9986e3,85.74892,21.0,27,4.34,154,92.63,85.7,246.19,8.87L
4100158,6.47,passenger,2021-08-08,"817, Seattle, WA, 98101",#f32410,102.61193,18.8,22,4.86,193,109.9,80.97,269.41,29.07L
4100159,15.36,car,2021-09-04,"486, New York City, NY, 10001",#a0befd,80.90638,19.0,21,3.1,192,96.85,87.91,176.62,24.32L
4100160,17.85,car,2021-12-01,"302, Los Angeles, CA, 90001",#a68df4,90.04242,26.4,21,1.57,222,84.81,89.73,174.75,6.89L
4100161,11.06,passenger,2021-12-15,"696, Seattle, WA, 98101",#14ea54,58.34553,18.0,16,4.22,150,109.84,85.03,241.01,16.61L
4100165,18.29,car,2021-07-16,"252, Portland, OR, 97035",#7bff73,117.16241,20.5,27,3.73,224,108.61,68.44,190.89,7.30L
4100173,8.13,passenger,2021-12-23,"384, Seattle, WA, 98101",#a02df8,94.11484,24.0,25,1.86,244,105.83,75.63,274.12,21.09L
4100176,11.40,passenger,2021-09-27,"666, Dallas, TX, 75001",#2aa273,55.89573,25.1,18,5.46,228,83.4,79.27,297.58,5.16L
4100180,10.16,car,2021-08-21,"903, Boston, MA, 02215",#15c6f7,131.31432,16.5,19,5.89,179,91.44,78.52,249.53,13.88L
4100191,11.51,car,2021-11-28,"732, Atlanta, GA, 30301",#de28e1,42.81858,21.6,19,2.34,176,97.56,74.62,235.75,6.36L
4100192,14.48,passenger,2021-11-20,"160, San Francisco, CA, 94016",#36ba2d,126.40385,19.7,28,3.01,177,91.56,70.14,224.91,4.61L
4100193,10.81,passenger,2021-07-25,"97, San Francisco, CA, 94016",#d850b8,119.14191,29.4,22,1.54,218,105.04,62.23,192.48,10.33L
4100195,4.51,passenger,2021-08-04,"900, New York City, NY, 10001",#c71971,164.30855,27.8,19,2.81,237,84.7,73.14,199.44,13.81L
4100196,19.27,passenger,2021-09-11,"96, Los Angeles, CA, 90001",#16703c,148.18231,18.4,19,5.19,249,95.57,77.5,217.69,27.02L
4100198,6.70,passenger,2021-07-07,"641, New York City, NY, 10001",#d8ea5d,119.14188,24.0,26,4.56,210,88.77,89.03,194.38,9.14L
4100202,16.77,car,2021-11-10,"137, San Francisco, CA, 94016",#e053f0,86.16911,29.9,23,1.25,251,83.47,75.95,164.11,24.03L
4100205,9.14,car,2021-11-20,"923, New York City, NY, 10001",#536b7d,60.95158,27.5,24,4.31,190,82.68,80.3,261.98,8.50L
4100207,9.57,passenger,2021-08-20,"544, Austin, TX, 73301",#f0861c,52.48546,28.4,25,1.95,157,87.71,62.08,205.99,8.84L
4100210,7.05,car,2021-11-20,"480, Los Angeles, CA, 90001",#6d5d06,106.63889,26.6,27,1.47,235,101.75,61.67,178.75,14.94L
4100217,16.32,passenger,2021-12-22,"191, New York City, NY, 10001",#bec74e,175.78296,17.0,22,5.49,157,90.5,84.04,249.42,3.70L
4100226,9.77,car,2021-09-17,"565, Seattle, WA, 98101",#9d6003,148.40333,15.4,22,4.03,226,93.37,65.54,292.01,3.33L
4100232,11.72,passenger,2021-09-20,"920, San Francisco, CA, 94016",#df0dad,160.74081,20.2,15,5.62,223,88.17,68.86,220.91,18.02L
4100236,3.97,car,2021-07-21,"653, Seattle, WA, 98101",#873474,158.51986,22.0,17,4.21,275,91.18,84.27,162.29,12.94L
4100237,13.70,car,2021-10-28,"746, New York City, NY, 10001",#bb19cb,86.06613,26.2,26,2.61,263,98.14,70.01,287.83,12.07L
4100238,7.07,passenger,2021-08-16,"667, Los Angeles, CA, 90001",#4ae412,173.82072,15.6,23,5.64,253,101.71,68.25,165.85,10.42L
4100240,8.51,car,2021-07-23,"122, Boston, MA, 02215",#8b35c0,160.80247,21.4,20,1.74,164,99.74,88.06,220.81,17.10L
