Power_perf_factor,Fuel_efficiency,Fuel_capacity,Engine_size,Horsepower,Wheelbase,Width,Length,Price_in_lakhs
46.3286,21.9,21,4.29,192,82.83,79.13,237.44,26.71
141.31043,27.0,15,3.53,271,87.36,85.02,173.86,19.42
163.70911,19.3,27,2.85,232,87.08,77.64,218.28,6.81
112.59959,21.0,16,4.79,242,82.8,75.07,186.05,16.41
46.78086,17.5,27,4.94,161,90.7,88.13,180.91,11.71
48.37614,29.9,16,2.83,213,85.14,81.02,170.68,6.92
117.45985,22.3,28,2.53,215,103.73,70.82,228.43,23.27
73.27171,16.6,27,2.9,213,101.96,88.87,276.58,4.00
53.61172,22.1,15,2.74,190,99.38,88.49,284.83,3.02
176.18907,15.5,23,2.79,230,86.72,88.15,276.35,26.48
114.55199,17.2,18,4.84,217,95.5,64.32,190.21,26.72
183.08472,27.7,22,4.91,176,101.95,68.82,299.26,14.71
92.73391,16.1,28,4.74,185,105.84,74.4,170.82,18.63
136.99843,16.0,22,2.65,230,92.35,83.67,170.0,17.82
30.65247,21.0,20,1.42,184,97.18,89.01,168.28,15.17
40.34594,25.7,15,4.46,204,103.67,68.59,163.9,25.56
148.60984,16.0,18,5.95,168,107.15,87.23,179.93,18.29
98.24224,19.3,21,3.95,258,93.15,88.66,194.85,5.55
92.2806,15.6,17,1.19,162,91.66,81.8,294.56,3.89
113.63301,27.6,15,5.47,201,98.16,77.11,164.42,8.58
95.00621,22.5,18,5.99,199,97.89,66.23,203.3,4.85
81.91573,26.9,18,3.95,209,92.81,87.38,207.87,15.32
171.44059,19.4,25,3.76,269,83.77,69.43,251.36,6.86
122.33137,19.2,27,2.61,271,102.96,89.71,176.86,10.18
48.67597,22.5,17,4.6,179,93.87,76.53,275.07,8.65
155.81079,19.8,20,5.65,262,94.21,68.82,254.82,17.52
149.28444,23.1,25,1.44,164,109.87,65.45,279.49,23.51
72.18676,19.1,19,1.69,249,91.41,83.34,201.76,17.36
81.53531,28.1,27,5.45,268,84.23,72.65,168.49,16.87
110.04246,17.0,24,3.06,170,90.38,64.48,299.89,21.78
164.34854,19.9,16,1.35,159,107.04,68.33,165.38,22.72
82.84105,28.3,24,1.71,201,105.69,63.28,199.7,11.83
134.38294,28.7,23,5.1,165,97.83,87.94,258.94,14.64
31.0753,27.3,22,4.57,264,108.9,65.56,250.21,11.65
58.62501,16.5,22,4.02,162,109.95,85.55,214.43,24.20
75.28017,19.3,22,1.8,265,96.13,62.16,160.64,26.41
38.94058,16.6,23,5.95,163,95.61,72.89,203.66,13.11
174.43712,24.9,16,1.98,169,93.39,66.64,199.25,10.40
178.92121,25.6,19,3.77,178,88.52,67.25,182.76,22.98
166.74333,17.0,17,1.51,241,108.79,88.29,237.89,13.66
71.62458,24.3,19,4.55,206,87.2,89.91,237.43,28.00
95.16817,26.5,22,1.23,207,97.29,85.97,245.68,12.20
121.96006,24.6,16,2.88,271,94.94,80.06,215.12,9.02
32.0819,21.2,18,4.85,234,82.01,67.77,180.28,26.59
152.48916,29.0,27,1.07,231,102.81,82.19,283.29,22.85
137.1652,21.2,21,1.41,185,90.11,86.49,249.49,18.34
169.96934,26.9,25,1.69,258,108.95,77.5,263.09,23.89
92.12388,16.5,16,1.99,245,92.97,67.18,282.33,19.49
102.23948,15.1,18,1.36,182,109.05,65.83,290.29,20.23
67.15169,28.9,17,1.7,223,90.36,68.11,221.09,6.67
109.1071,25.7,25,1.82,274,95.43,63.42,173.94,27.55
154.05718,18.6,27,2.34,176,108.22,62.92,231.16,28.37
122.75436,29.0,18,5.3,209,84.9,67.19,288.16,25.39
104.45426,27.8,25,2.21,156,99.86,71.6,232.17,27.04
57.59706,15.9,26,1.18,250,108.93,65.68,181.29,24.50
76.06998,28.9,19,1.42,225,107.64,70.26,231.32,19.43
128.9103,19.6,25,5.67,223,98.05,78.26,212.56,16.23
188.10301,29.8,22,4.01,237,85.58,79.24,247.59,25.11
38.40358,18.9,17,5.83,222,93.78,70.08,226.08,27.36
137.27296,27.5,24,5.4,257,82.83,67.54,190.73,9.94
179.84393,19.7,17,3.52,265,96.46,78.98,273.3,5.81
174.27176,15.3,21,3.81,237,92.21,71.4,228.54,14.44
81.41137,18.2,22,4.1,249,90.91,75.11,227.33,6.62
36.51901,24.2,20,2.88,170,95.2,75.79,193.47,10.92
64.95952,25.9,22,2.89,214,102.39,88.75,254.23,5.63
43.01364,28.8,27,3.98,255,96.57,69.34,188.77,28.71
130.71601,26.1,25,3.03,273,104.43,70.17,276.66,6.61
79.39699,27.2,18,1.96,180,103.61,60.47,230.89,19.53
67.26622,16.7,15,1.47,190,97.89,88.13,273.1,15.33
130.3014,20.4,25,5.64,257,94.66,75.97,185.69,10.10
98.0414,21.2,27,5.64,188,103.68,69.34,265.6,22.60
120.53512,17.7,25,2.84,250,101.98,68.5,261.0,8.34
174.29535,20.1,15,4.76,206,84.78,78.8,280.32,11.03
142.24638,25.1,15,2.64,168,83.1,84.54,257.71,22.27
121.25797,28.9,24,4.63,166,101.28,70.41,278.27,3.77
85.96087,16.0,25,4.62,237,82.36,71.81,197.48,28.00
30.34976,24.2,26,4.48,231,99.35,74.51,262.82,10.53
64.94278,22.1,21,4.83,238,104.62,63.62,176.63,29.99
113.89004,19.1,19,2.6,219,95.22,81.59,180.89,14.84
178.12161,28.4,26,5.75,150,100.4,86.28,194.96,14.24
181.96395,18.2,16,2.96,172,108.1,77.15,237.32,17.30
117.35925,25.4,21,1.6,160,80.23,68.66,280.13,25.71
73.10633,26.1,27,4.55,229,91.94,67.47,178.05,26.14
87.76843,26.3,15,2.24,239,94.54,86.75,295.48,14.01
148.7471,17.7,20,3.14,177,83.24,73.05,297.62,15.56
123.00742,28.7,26,3.79,202,91.7,66.03,289.21,20.35
80.36,28.2,27,1.54,280,97.97,81.26,181.79,4.62
127.59201,27.5,17,5.64,186,80.37,65.7,276.4,13.87
32.23312,26.1,17,4.69,247,108.9,79.89,224.8,23.87
148.84642,28.3,28,2.55,185,83.28,68.81,177.56,13.74
69.29269,28.5,16,2.0,213,92.64,77.85,255.9,28.21
163.55358,29.9,16,5.69,264,104.85,64.82,218.74,20.26
174.54416,17.6,22,5.98,260,86.94,79.56,221.14,6.71
139.16897,16.7,20,4.9,169,95.14,62.34,223.48,11.79
46.69674,23.3,21,4.68,279,83.68,71.84,265.66,21.44
97.8273,23.4,23,5.65,232,90.62,83.14,161.68,18.26
146.57235,15.2,15,4.99,244,101.99,62.27,239.97,12.59
182.82539,27.4,17,1.99,258,82.59,66.24,226.32,18.07
95.70579,28.6,25,3.97,218,86.71,84.29,284.78,28.29
167.2369,23.5,17,3.95,170,90.32,62.0,209.39,6.43
182.02132,24.2,28,3.68,206,95.29,71.47,185.44,24.00
108.33391,21.8,20,5.58,208,91.76,84.72,170.01,13.76
110.11101,24.7,21,3.05,243,95.22,88.23,241.03,28.87
108.87331,17.0,20,1.23,280,96.26,65.95,201.53,27.09
64.6893,21.4,28,1.53,194,89.12,61.01,165.92,11.36
157.46123,22.4,16,2.64,200,83.47,85.09,272.17,10.69
36.97506,21.4,23,2.53,231,92.68,88.52,212.91,15.44
97.67303,20.6,25,3.62,241,80.49,89.0,296.59,5.46
62.24317,26.1,28,5.81,224,92.71,75.06,291.7,14.21
47.90861,19.6,23,2.9,156,87.86,70.5,161.91,10.01
120.13602,15.7,15,2.71,199,89.04,68.47,222.97,3.99
136.01502,17.8,19,5.18,201,96.94,66.65,290.81,16.97
101.03036,15.3,18,3.9,268,103.03,61.91,198.62,20.94
82.56251,26.6,26,5.82,150,91.18,64.04,277.92,29.22
107.87834,27.1,22,3.46,277,105.49,79.97,164.23,15.36
167.53075,19.4,20,2.37,199,84.38,72.55,223.43,4.40
57.40206,22.3,20,5.21,179,90.33,76.34,161.72,29.63
173.47295,22.2,28,1.96,199,85.0,71.49,261.47,12.19
120.79021,22.5,27,5.3,242,85.2,65.11,299.8,12.05
118.65705,28.3,28,2.28,154,100.39,88.27,268.27,26.61
64.79083,25.0,26,3.91,178,106.7,63.24,285.05,4.45
71.0942,25.7,23,2.71,184,100.79,71.0,272.82,27.80
168.13918,28.6,17,3.51,194,94.08,62.97,248.39,4.55
52.39407,16.5,22,1.78,159,98.27,88.38,191.05,27.16
148.3807,22.3,17,2.52,217,94.42,74.06,262.03,20.11
65.40159,28.8,19,2.52,205,81.56,85.04,227.88,25.18
171.22276,15.4,16,5.32,205,104.29,83.06,270.34,27.74
118.41793,23.2,28,3.54,278,92.99,78.82,184.89,21.11
87.68772,26.9,27,1.23,166,107.98,70.39,291.03,29.88
152.81691,23.5,28,2.28,240,108.22,89.74,185.34,3.20
43.01868,20.7,18,4.35,220,97.9,85.84,165.33,4.77
132.72854,24.9,17,2.86,277,101.63,81.52,211.03,10.08
53.10406,26.8,26,5.53,255,81.18,61.46,207.39,20.50
124.54154,26.0,23,5.04,265,94.55,65.84,284.49,17.47
161.0336,17.5,23,5.52,266,106.19,85.95,169.71,27.98
129.29163,16.8,27,1.22,278,92.58,63.81,278.23,11.98
95.42352,24.2,15,4.18,243,97.28,87.54,283.24,19.50
130.26831,24.8,24,1.39,189,94.21,89.59,210.96,16.89
155.90772,15.8,20,3.93,201,101.24,64.4,223.02,19.62
80.94958,17.0,22,4.88,161,97.9,71.28,260.36,29.93
45.69658,29.4,22,3.32,192,95.2,65.28,283.16,11.40
105.14068,24.5,28,4.47,175,102.72,70.66,200.83,26.97
60.58377,26.2,23,3.74,256,97.74,76.57,270.66,10.31
151.59046,15.6,16,4.78,154,87.26,60.48,241.87,25.24
149.54106,20.3,26,4.8,253,102.38,81.02,234.71,19.16
55.06904,15.8,18,5.92,195,101.26,71.56,186.62,13.36
73.70114,16.8,18,1.45,227,101.63,79.03,184.79,3.65
42.89533,27.5,16,1.04,222,102.79,60.91,192.63,25.24
189.91671,15.1,24,3.38,262,85.48,69.01,238.71,28.51
179.28717,29.0,18,3.97,232,103.96,60.65,263.5,24.51
104.43922,16.3,23,3.51,250,87.42,72.52,273.44,7.04
137.5029,22.9,24,5.75,155,80.31,60.27,200.71,16.69
74.03582,26.5,23,3.24,189,98.91,87.76,253.06,17.63
67.12185,23.3,17,4.27,188,93.05,73.84,223.74,22.57
108.36763,18.7,18,3.94,185,100.39,62.09,227.54,27.04
143.11026,26.2,21,2.21,152,106.38,73.33,245.98,21.90
176.46824,28.7,24,1.41,276,99.83,64.68,281.0,3.09
78.17045,19.8,20,4.35,272,83.88,70.61,243.32,16.20
60.42842,16.3,24,5.14,228,94.88,87.67,260.72,28.76
94.12682,16.0,22,3.94,164,85.33,63.15,235.74,5.03
43.48137,29.5,27,4.64,223,98.88,82.44,205.44,5.93
64.99258,26.6,24,2.86,233,93.04,82.42,189.21,13.53
164.96034,24.3,15,1.33,211,92.57,88.14,185.85,13.63
46.60194,27.7,17,2.81,245,82.99,89.34,253.78,11.97
105.78161,29.4,20,3.89,161,103.29,75.54,184.67,14.45
187.61947,23.1,22,5.53,157,95.73,72.12,231.13,19.37
41.95296,29.7,24,5.95,207,97.2,67.53,260.57,3.70
62.96829,22.5,22,2.06,254,99.46,67.82,180.34,9.26
33.15241,27.4,18,4.66,240,80.86,80.11,217.09,29.92
76.94158,23.3,16,2.53,209,105.16,65.12,188.91,8.83
152.47151,28.7,25,2.26,275,88.58,77.42,174.96,18.67
74.13079,20.1,16,3.99,268,92.69,86.77,282.18,14.91
135.08246,15.7,27,5.49,205,88.58,78.77,294.44,26.62
144.70759,20.7,26,2.45,227,92.62,73.04,174.31,20.64
125.41591,22.4,23,2.52,206,84.16,89.24,235.78,26.64
68.6573,20.8,27,2.72,199,99.2,86.38,256.6,27.11
67.85596,27.7,20,5.51,196,103.73,88.15,203.97,5.13
100.96957,16.0,21,1.63,197,96.18,84.28,295.28,16.43
157.80736,25.2,16,1.77,179,101.96,75.82,211.18,25.76
130.55963,19.2,25,2.15,229,104.16,63.13,250.52,13.95
134.79144,21.8,25,4.72,214,81.64,72.53,194.98,10.97
74.38189,24.9,23,3.73,150,84.48,67.82,295.12,13.83
174.10511,27.4,27,2.09,270,106.79,88.12,232.66,27.44
95.29404,23.6,16,5.93,246,96.55,86.58,210.65,27.57
140.26815,27.7,28,3.53,206,94.78,77.91,209.61,16.84
126.9299,23.3,25,4.87,189,90.63,77.19,287.92,9.70
165.72364,29.5,15,3.87,160,95.66,63.79,258.23,24.71
38.01187,28.8,20,5.49,198,80.39,83.83,268.78,12.73
39.05838,18.3,24,4.62,164,82.98,64.14,283.85,21.72
138.81553,28.4,22,1.29,217,86.28,81.19,275.97,24.05
182.40943,18.8,21,4.47,230,94.61,82.92,244.77,7.45
120.47932,28.3,23,2.58,221,83.12,68.62,203.36,21.05
145.12355,16.0,22,1.98,185,84.05,82.15,246.23,9.32
167.90341,15.9,21,2.93,171,101.35,60.25,197.96,5.60
56.91933,23.9,15,1.46,261,88.17,61.66,191.6,12.31
106.65808,27.0,21,2.97,163,109.81,69.91,236.97,5.30
68.29701,17.7,16,4.22,157,89.71,74.52,274.83,25.65
78.67867,15.8,25,1.72,230,91.48,76.44,299.45,29.65
95.06088,28.9,28,4.8,171,101.6,77.19,198.82,13.71
46.96447,23.9,26,1.54,200,94.68,82.06,259.02,7.09
82.71025,15.1,21,2.1,166,87.97,87.11,199.87,9.22
33.04146,16.9,25,2.79,270,96.48,71.93,219.73,15.63
186.76781,16.0,20,1.04,252,102.98,87.35,207.5,22.73
79.7966,26.3,28,5.54,186,83.36,81.38,200.71,27.76
108.32838,27.0,25,1.2,201,109.87,73.98,161.61,21.03
128.09414,17.9,26,2.33,214,107.95,78.86,276.94,10.63
100.6282,22.0,26,2.37,163,89.45,69.21,247.08,28.84
73.09386,21.7,25,2.03,262,87.59,69.65,235.4,13.93
144.77353,15.1,20,3.5,163,85.89,79.76,197.8,18.31
157.23904,20.1,19,3.23,257,90.19,68.29,202.84,28.28
141.00406,18.8,23,1.46,177,107.05,60.02,171.47,19.42
78.22253,20.3,28,2.31,255,99.15,67.89,193.04,7.18
112.8802,24.2,22,3.62,276,104.25,60.06,235.18,29.00
58.8505,17.6,19,1.85,230,103.28,85.08,289.32,24.27
157.95782,27.4,16,4.63,188,91.11,80.72,183.6,20.35
61.7263,21.8,19,5.88,209,82.8,62.81,264.13,25.70
84.61774,20.8,15,2.52,200,94.26,86.44,298.38,12.36
79.15156,29.2,19,4.72,151,86.65,84.1,226.45,20.70
174.42786,16.0,20,4.25,224,87.57,76.87,243.44,15.70
131.93679,18.5,26,5.3,256,84.56,79.05,216.65,20.45
183.99575,29.5,28,4.14,152,84.61,62.52,174.05,16.57
173.26025,25.7,20,4.55,268,105.13,87.35,295.38,11.88
144.54169,22.5,16,3.26,265,97.17,80.1,162.5,19.30
186.86538,27.2,21,2.43,238,86.28,78.78,249.61,14.20
37.68612,16.9,27,3.02,224,82.69,70.99,282.08,13.56
129.67021,17.1,24,4.37,248,93.85,82.37,201.18,16.19
148.47637,17.5,18,4.63,168,92.93,76.21,167.94,19.83
121.33411,26.6,26,2.97,272,94.52,60.55,181.42,7.82
94.99753,15.4,25,3.15,215,102.3,73.16,218.83,16.79
109.24118,29.1,27,5.29,208,91.98,86.37,296.84,27.17
93.31094,21.1,20,1.47,196,101.13,77.13,272.2,22.06
109.95623,15.1,25,1.36,160,99.69,76.02,238.86,13.80
127.25475,23.1,16,5.23,153,92.52,63.54,191.85,27.19
152.24964,20.4,18,2.52,209,98.22,62.72,244.42,5.32
150.40038,25.0,18,1.93,206,88.95,81.03,204.55,6.45
157.24604,25.5,19,1.67,268,107.64,66.35,169.53,16.49
38.1375,25.7,26,4.86,202,101.75,68.62,176.97,11.29
122.24045,15.6,26,3.58,246,98.5,60.28,162.89,10.15
177.77519,17.1,26,1.46,264,84.05,76.79,292.6,29.03
77.72389,27.6,20,1.91,169,80.25,69.87,258.9,18.08
97.03191,20.9,25,3.65,150,95.32,89.52,282.43,23.93
146.43386,18.7,19,1.37,247,83.54,79.68,283.98,15.43
82.07591,21.4,27,4.27,278,108.36,72.79,279.2,14.97
72.91818,24.9,21,3.13,260,97.55,79.7,184.19,18.74
112.8736,26.5,20,3.45,267,81.61,80.17,280.98,25.74
66.29626,17.2,28,4.29,262,96.41,73.73,228.28,19.60
65.99456,22.3,22,4.64,236,90.83,62.69,283.84,13.10
107.46706,25.9,16,4.33,206,106.05,85.42,165.99,15.89
62.44917,15.8,24,3.49,156,82.69,88.76,171.84,9.81
43.40837,18.3,25,5.48,170,105.63,74.41,251.41,11.62
181.4447,29.6,27,3.42,238,92.71,78.7,183.91,9.55
74.5277,24.4,25,3.44,161,98.11,89.12,260.07,7.62
37.86566,18.4,23,1.35,241,109.09,79.41,278.83,23.81
86.30562,15.4,26,3.47,200,107.94,76.37,284.61,3.70
187.2516,24.4,27,5.27,226,92.8,60.06,200.56,15.94
142.51501,16.4,24,2.53,276,100.46,80.17,255.25,20.49
178.06547,15.6,26,1.17,190,99.52,81.05,187.44,9.16
55.64113,27.2,22,3.35,166,83.98,86.48,256.1,28.71
163.62856,16.2,17,3.7,242,90.46,78.92,246.54,29.08
182.77124,15.3,25,4.01,231,99.16,88.81,198.26,12.43
94.94976,28.4,26,4.61,275,96.59,71.49,232.64,11.78
35.69732,25.5,21,1.19,205,96.81,84.54,174.66,6.52
103.38274,17.8,28,3.4,185,101.56,76.78,160.27,14.71
135.16601,23.1,20,3.21,251,85.6,62.08,204.96,23.72
88.73857,29.0,25,5.41,168,89.36,78.56,260.14,29.96
163.17685,23.6,16,3.02,222,92.54,82.7,179.84,27.89
65.21297,19.0,25,4.94,219,98.48,83.37,264.75,9.74
75.93674,29.0,24,2.6,160,90.48,84.6,179.63,17.92
185.81202,25.8,17,3.17,225,82.4,71.79,298.0,11.81
142.05838,25.1,20,5.34,200,80.39,82.45,163.1,12.88
82.58591,16.8,20,4.87,151,100.42,84.26,187.85,18.57
49.81757,26.8,27,2.91,150,100.26,68.8,219.14,24.21
185.68132,25.9,20,1.78,213,82.98,60.74,238.28,4.11
135.71602,27.7,24,3.43,239,94.63,89.46,222.94,28.78
155.6105,21.1,16,3.72,193,108.43,66.33,166.04,4.53
114.29217,24.0,28,1.49,242,97.39,81.84,285.53,13.88
152.26648,24.4,25,3.29,198,82.0,88.87,229.82,16.66
52.52071,23.1,16,3.68,237,88.98,79.02,202.31,25.13
161.37746,19.9,23,4.84,162,104.36,81.29,249.2,21.14
135.3326,19.4,25,3.96,215,104.52,88.51,287.37,19.05
139.10405,15.6,17,3.13,190,86.74,61.3,242.53,25.30
147.82966,22.0,23,3.23,249,80.91,88.39,186.48,9.74
73.7448,15.9,26,1.52,241,88.08,69.33,235.72,21.52
172.83034,16.3,26,2.72,164,96.38,79.87,260.65,5.54
59.89148,16.5,28,3.73,180,83.39,86.33,192.58,6.07
141.17522,26.7,27,4.19,203,94.23,77.37,217.62,27.43
174.77158,18.2,19,4.96,152,94.29,63.19,181.49,25.65
81.3731,29.5,26,2.03,193,105.45,77.45,197.0,16.54
98.52788,26.9,15,2.81,167,106.26,60.61,291.67,20.71
119.44378,26.5,26,1.61,196,105.02,65.83,248.41,25.04
61.1908,23.2,17,1.18,262,84.32,66.88,265.81,13.91
185.766,21.0,21,3.78,175,103.26,87.17,191.76,29.58
122.82538,29.5,27,2.56,258,82.07,78.4,164.15,5.79
33.83029,28.9,18,1.17,217,93.79,72.95,286.34,29.56
183.30286,20.9,22,1.13,235,88.82,74.6,212.05,20.51
169.4236,29.3,28,4.8,191,106.53,76.95,197.63,26.09
146.55192,25.9,21,5.7,223,109.44,88.77,216.61,24.45
84.71716,18.2,23,5.13,274,106.02,87.73,212.49,15.33
54.53299,25.3,20,3.55,177,81.32,85.01,207.38,27.40
157.73633,27.9,16,5.13,166,88.84,68.31,216.63,23.34
48.82237,25.5,27,2.17,214,85.65,85.77,165.93,6.69
39.07028,18.7,18,4.31,232,109.52,67.48,206.19,25.48
114.23465,16.8,24,5.63,276,87.3,86.46,289.21,17.09
89.32428,24.6,28,2.95,184,92.62,68.78,277.33,11.30
66.80109,15.9,27,1.07,261,100.07,70.76,244.17,21.44
86.04471,28.9,16,4.34,244,84.68,79.54,167.33,11.74
52.14608,28.1,15,1.52,210,108.11,66.08,268.08,23.89
174.70227,19.7,25,3.15,214,86.21,82.56,263.5,19.36
174.79461,18.2,25,1.32,220,107.94,82.53,230.89,15.96
89.96897,23.6,23,2.7,227,82.99,68.87,248.12,20.83
79.151,17.4,16,5.24,150,87.38,60.19,195.99,3.13
59.29195,22.0,22,4.02,157,97.61,66.08,210.45,18.38
86.46159,27.5,19,3.47,244,100.78,61.94,247.74,11.63
98.00838,21.4,22,3.83,184,87.66,82.53,197.93,24.11
118.42145,17.4,27,4.47,172,82.42,76.12,208.23,11.71
118.73021,26.7,20,5.54,185,82.91,86.2,260.59,12.28
121.52051,20.7,15,3.95,278,95.85,60.86,270.08,8.03
104.62762,24.0,17,1.89,252,109.62,76.06,190.7,21.68
98.46512,28.1,24,2.69,156,94.14,65.39,239.01,11.67
99.12257,28.6,25,3.92,228,80.14,78.8,200.75,23.68
119.18271,21.8,24,3.16,200,81.38,89.75,290.28,3.90
140.37394,21.4,24,4.66,250,95.26,73.16,253.08,25.36
158.02962,23.3,23,1.78,151,99.03,80.31,177.57,26.79
110.83041,26.8,23,4.4,263,96.42,73.74,198.24,23.21
110.2155,20.2,21,3.42,216,96.35,81.25,212.39,26.87
142.16913,17.6,16,1.93,151,100.39,62.68,280.76,22.82
46.5799,23.4,23,2.94,214,93.09,66.18,187.53,5.65
51.53903,19.4,22,2.02,159,85.09,70.96,253.26,11.62
40.51474,23.8,16,3.92,171,90.28,77.52,270.59,8.45
40.43576,26.8,16,3.2,152,98.01,80.02,195.23,16.96
112.98947,16.5,23,4.02,261,81.98,67.19,278.1,16.66
81.2525,27.0,25,5.8,151,105.37,70.96,282.62,23.65
151.04252,23.7,25,2.95,257,87.19,83.7,261.59,27.79
125.55005,15.9,25,2.01,204,92.91,79.9,256.47,28.89
182.51843,27.3,25,3.48,195,85.35,78.69,171.63,19.36
58.29747,26.1,19,5.78,240,103.9,69.36,203.44,9.43
82.38092,24.3,19,4.94,179,99.19,75.87,266.95,25.76
70.75027,24.1,16,1.28,183,93.7,72.69,245.14,13.47
168.73831,29.5,24,4.05,165,109.54,87.12,202.43,27.51
40.25639,28.2,25,4.82,247,109.41,79.07,252.81,18.01
148.09529,28.1,17,5.57,208,104.46,79.72,218.67,20.57
136.34498,27.5,20,4.23,167,84.97,68.04,294.7,16.48
82.64166,18.6,25,4.87,230,93.78,83.39,274.67,22.69
125.16486,19.5,17,5.22,187,100.5,77.21,283.47,22.11
105.12165,21.8,24,3.82,165,88.96,80.37,234.84,17.44
160.67792,18.0,18,6.0,267,95.6,71.09,241.5,16.12
35.88315,22.0,20,5.88,203,98.73,67.24,267.89,3.85
180.9439,20.7,23,2.11,190,105.08,73.1,206.35,27.20
86.6411,25.5,15,3.9,175,106.8,65.87,184.97,21.88
158.96406,22.6,21,3.07,198,105.87,74.97,172.12,26.05
148.5198,29.3,15,5.32,178,94.86,85.54,255.74,8.32
112.98484,26.8,18,2.85,185,109.17,69.21,228.18,17.65
85.04289,26.1,23,2.43,164,109.0,86.64,295.36,26.44
79.31727,26.2,28,3.25,152,98.07,85.81,295.47,13.98
78.88614,24.2,18,2.91,231,86.51,83.31,193.78,22.00
88.10062,16.5,19,2.27,206,102.17,79.31,160.1,4.15
138.07672,29.1,20,5.78,195,105.13,81.0,204.53,12.71
61.12779,21.0,25,2.93,194,109.05,64.76,160.9,11.83
116.00956,28.0,26,3.55,156,90.07,79.85,252.63,17.52
132.24662,23.3,23,2.51,186,95.5,70.94,273.71,8.15
179.58246,16.9,20,1.21,202,80.63,68.35,264.47,13.91
31.94638,18.8,18,4.44,182,103.52,67.64,223.68,16.83
150.75314,18.0,26,2.59,183,92.31,86.76,209.75,6.99
166.77592,23.4,15,1.93,161,100.48,73.5,232.29,6.27
179.63955,22.0,17,5.7,208,83.71,87.64,175.36,23.01
53.85395,23.1,28,5.17,235,83.24,80.92,235.9,4.15
65.01474,21.8,21,1.14,178,90.41,80.77,274.17,4.70
170.12331,16.3,18,4.83,231,94.88,69.01,250.6,28.03
108.62861,20.9,25,4.46,258,94.47,68.37,196.74,21.31
167.47544,23.4,23,3.93,191,81.51,73.37,195.5,7.59
153.97557,16.8,23,4.7,277,108.38,85.35,168.33,29.23
187.16128,21.8,21,5.48,160,102.1,87.53,286.99,19.01
39.8182,22.8,15,2.06,150,95.72,85.98,214.76,4.54
154.57033,22.5,15,1.13,150,89.91,82.07,251.74,13.36
98.86951,20.8,22,3.27,188,103.79,77.69,201.9,11.08
90.03426,25.7,20,5.44,200,92.36,65.38,270.07,17.65
137.12203,26.6,22,4.72,209,98.71,81.81,292.07,17.38
135.26621,15.8,27,1.08,272,87.08,74.87,215.2,16.44
157.79888,26.5,18,4.06,168,105.89,81.67,243.82,5.19
141.04725,25.5,21,3.13,251,105.34,76.51,174.71,8.91
79.88133,21.3,15,3.86,253,104.42,85.27,272.15,7.60
40.41928,20.7,20,2.81,248,80.47,69.43,173.14,20.79
131.29839,23.2,18,1.79,228,88.33,62.32,168.46,9.36
173.7954,20.5,15,2.68,171,88.33,63.32,299.57,7.97
144.99993,17.6,16,1.58,194,90.48,82.53,172.51,27.65
144.4801,16.9,23,3.45,153,93.68,78.49,219.31,7.38
184.01242,18.0,26,1.66,270,106.89,64.99,275.77,9.16
132.46168,29.4,26,2.06,255,94.91,89.22,250.17,19.82
139.21392,17.6,22,2.21,268,94.87,82.18,272.75,28.53
48.69362,17.3,19,1.47,261,82.81,65.31,173.66,5.11
95.70243,22.4,22,4.25,211,107.8,74.19,181.83,14.47
41.45978,20.0,22,5.7,199,104.91,77.65,214.35,19.84
87.0726,27.1,20,3.19,174,80.03,64.56,176.83,12.93
135.22338,21.1,22,5.61,259,103.25,62.24,247.99,5.38
59.88271,26.2,16,1.07,263,84.91,65.05,252.3,13.91
41.80669,19.7,23,3.81,191,85.19,78.67,215.73,6.82
42.42658,28.3,15,4.93,171,102.41,89.17,270.17,28.23
43.81114,27.9,26,1.14,201,103.54,67.09,172.01,12.74
100.10873,20.7,19,5.11,237,95.02,75.68,270.86,19.99
131.43485,18.2,17,2.51,252,95.34,80.87,190.41,20.47
58.58099,29.9,25,3.06,272,105.01,73.05,173.53,17.56
163.487,19.2,24,5.59,276,91.5,82.87,205.17,24.87
87.35435,26.8,20,1.01,203,103.99,82.71,198.41,8.28
136.93316,21.0,17,3.82,280,89.84,74.88,178.44,3.25
156.66909,22.0,17,2.06,235,109.96,64.22,243.88,20.75
32.89933,20.2,27,4.74,266,83.27,67.75,279.46,23.03
140.54036,28.3,16,4.49,278,82.32,64.31,233.23,21.05
31.91319,23.9,25,4.19,251,81.35,85.87,203.79,21.60
154.2321,20.6,24,1.68,208,95.57,84.51,269.37,8.30
56.78393,17.3,26,5.94,181,98.81,73.55,276.47,8.74
89.65691,16.3,22,1.85,208,87.25,88.92,210.33,8.59
139.19317,26.7,19,1.76,177,109.16,82.34,202.04,24.47
111.73477,26.7,16,5.22,266,90.57,78.0,247.82,17.58
120.23865,23.4,23,3.78,267,107.93,78.64,184.6,28.92
44.43058,23.1,25,1.02,167,96.68,61.53,294.13,15.08
66.37429,25.7,22,3.19,243,89.85,84.96,217.66,23.80
177.6196,26.6,28,1.71,270,103.68,68.59,208.54,26.60
38.42278,25.8,25,2.69,272,106.33,83.75,184.43,20.56
36.89923,21.6,27,2.61,160,109.96,60.85,241.7,11.26
155.55544,18.0,27,1.88,220,84.55,62.19,280.06,18.65
175.66852,16.5,21,3.2,222,85.45,68.85,237.36,21.82
82.04678,23.4,26,2.61,278,94.55,84.34,160.0,5.08
